id,value,feed_id,created_at,lat,lon,ele
0EADWGNBHC2ETEG87R552E1651,"53.5,38.5,42.8,39.3,34.1,38.9,107.6,,62.4,,36.7, , 39.4,72.4,995.1,499.4,128.1",1235641,2019-12-01 02:33:01 UTC,,,
0EADWGSY1MT9QZEK1PYH8EREXM,"53.6,38.6,42.8,39.3,34.1,39.0,107.9,,62.4,,37.1, , 39.4,72.5,995.1,499.9,128.3",1235641,2019-12-01 02:33:16 UTC,,,
0EADWGYGVW5G3R1DZ6BJCA5R50,"53.6,38.8,42.9,39.4,34.1,39.0,107.9,,62.6,,37.1, , 39.5,72.5,995.1,499.4,128.1",1235641,2019-12-01 02:33:31 UTC,,,
0EADWH32V8505H470R8CHJXWK7,"53.8,38.8,42.9,39.5,34.2,39.1,107.8,,62.7,,37.1, , 39.5,72.5,995.0,499.9,127.1",1235641,2019-12-01 02:33:46 UTC,,,
0EADWH7NAP75V7YC0R9R1XX243,"54.0,38.9,43.1,39.6,34.1,39.1,107.9,,62.8,,37.1, , 39.6,72.6,995.0,500.5,126.9",1235641,2019-12-01 02:34:01 UTC,,,
0EADWHC7T3WNH57BMXR8DJ1Q6S,"53.9,38.9,43.1,39.7,34.2,39.2,108.0,,62.8,,37.1, , 39.6,72.6,995.0,500.7,127.5",1235641,2019-12-01 02:34:16 UTC,,,
0EADWHGTKXR00BGBND61RPMX23,"53.9,39.0,43.1,39.7,34.2,39.3,108.2,,62.8,,37.0, , 39.7,72.6,995.0,501.3,127.0",1235641,2019-12-01 02:34:31 UTC,,,
0EADWHNDWC8WS6ZBE4SBMW0ZDX,"54.0,39.1,43.2,39.8,34.2,39.3,108.4,,63.1,,37.1, , 39.7,72.6,995.0,501.9,127.1",1235641,2019-12-01 02:34:46 UTC,,,
0EADWHSZRAVRAJ1V6X6HC8P3SK,"54.1,39.1,43.2,39.8,34.2,39.4,108.5,,63.2,,37.2, , 39.8,72.7,995.0,501.9,127.0",1235641,2019-12-01 02:35:01 UTC,,,
0EADWHYJA2KCA7YT3TJZ8JF1J0,"54.2,39.2,43.2,40.0,34.3,39.5,108.5,,63.4,,37.2, , 39.8,72.7,994.9,503.0,127.1",1235641,2019-12-01 02:35:16 UTC,,,
0EADWJ34D3AT0FRQZFR2RXQ6ZW,"54.4,39.3,43.3,40.0,34.3,39.7,108.7,,63.5,,37.3, , 39.9,72.8,994.9,502.4,126.6",1235641,2019-12-01 02:35:31 UTC,,,
0EADWJ7PZBP9NFM6WZ7018TD3D,"54.4,39.3,43.4,40.1,34.3,39.7,108.9,,63.6,,37.4, , 40.0,72.8,994.9,503.0,126.4",1235641,2019-12-01 02:35:46 UTC,,,
0EADWJC97AX0R1KNG5SFYQ2V2K,"54.4,39.4,43.4,40.2,34.3,39.8,108.9,,63.7,,37.2, , 40.0,72.8,994.9,503.5,126.4",1235641,2019-12-01 02:36:01 UTC,,,
0EADWJGVQS3C1EAS7KXEK1FAAH,"54.4,39.5,43.4,40.2,34.3,39.8,109.0,,63.8,,37.0, , 40.1,72.9,994.9,503.5,126.4",1235641,2019-12-01 02:36:16 UTC,,,
0EADWJNEFCNEVM3P69FNAKHS8V,"54.6,39.5,43.4,40.3,34.3,39.9,109.1,,63.7,,37.1, , 40.1,72.9,994.9,504.1,126.0",1235641,2019-12-01 02:36:31 UTC,,,
0EADWJT0S002NY0MQYXV5Q0Y9P,"54.7,39.7,43.4,40.3,34.4,40.0,109.1,,64.3,,37.1, , 40.2,72.9,994.9,504.1,125.7",1235641,2019-12-01 02:36:46 UTC,,,
0EADWJYKX7ZDAZGPS3920WF6Q7,"54.7,39.8,43.6,40.4,34.4,40.1,109.3,,64.3,,37.1, , 40.2,72.9,994.9,505.2,126.0",1235641,2019-12-01 02:37:01 UTC,,,
0EADWK35SKCG9ZY5NMCW9XED8F,"54.9,39.8,43.6,40.5,34.4,40.1,109.3,,64.4,,37.0, , 40.3,72.9,994.9,505.2,125.8",1235641,2019-12-01 02:37:16 UTC,,,
0EADWK7R4FD6WMVVKKRV748J5D,"55.0,39.9,43.6,40.5,34.4,40.2,109.4,,64.5,,36.8, , 40.3,73.0,994.8,506.3,126.4",1235641,2019-12-01 02:37:31 UTC,,,
0EADWKCAVM9GP87VAW57BAHQMS,"55.0,40.0,43.7,40.6,34.4,40.3,109.6,,64.4,,36.6, , 40.4,73.1,994.8,505.7,126.0",1235641,2019-12-01 02:37:46 UTC,,,
0EADWKGXAT9EF38SWN9V041BZS,"55.3,40.0,43.7,40.7,34.4,40.3,109.6,,64.5,,36.7, , 40.4,73.1,994.8,505.7,125.4",1235641,2019-12-01 02:38:01 UTC,,,
0EADWKNFSRDGHA5FJ8ET8CGTR2,"55.1,40.1,43.8,40.9,34.6,40.4,109.7,,64.5,,36.7, , 40.5,73.2,994.8,506.8,125.4",1235641,2019-12-01 02:38:16 UTC,,,
0EADWKT22KTAXM94TYA0ZY5A84,"55.3,40.1,43.8,41.0,34.6,40.6,109.7,,64.6,,36.6, , 40.6,73.2,994.8,506.8,125.6",1235641,2019-12-01 02:38:31 UTC,,,
0EADWKYMYJ867PNKEQNE0MJMYW,"55.5,40.2,43.8,41.0,34.6,40.6,109.8,,64.6,,36.6, , 40.6,73.2,994.8,507.4,125.1",1235641,2019-12-01 02:38:46 UTC,,,
0EADWM37BT87GVB86CVC84WF8C,"55.4,40.3,43.9,41.1,34.6,40.7,109.8,,65.0,,36.5, , 40.7,73.2,994.8,507.4,125.6",1235641,2019-12-01 02:39:01 UTC,,,
0EADWM7SK9D776NJVKJ3V74F02,"55.4,40.4,44.0,41.1,34.6,40.7,109.9,,65.0,,36.4, , 40.7,73.3,994.8,507.4,124.0",1235641,2019-12-01 02:39:16 UTC,,,
0EADWMCC0MKY07426GFKE6ZD49,"55.5,40.4,44.1,41.2,34.7,40.8,110.0,,65.2,,36.4, , 40.8,73.3,994.8,508.0,124.7",1235641,2019-12-01 02:39:31 UTC,,,
0EADWMGYMZMJGR8CMHGM628T90,"55.6,40.4,44.1,41.3,34.7,40.8,110.0,,65.1,,36.3, , 40.8,73.3,994.8,506.8,124.1",1235641,2019-12-01 02:39:46 UTC,,,
0EADWMNHD0QT5ST28QH0B6ECEB,"55.6,40.6,44.2,41.3,34.7,40.9,110.1,,65.3,,36.2, , 40.9,73.3,994.8,506.3,125.0",1235641,2019-12-01 02:40:01 UTC,,,
0EADWMT3PP01T6RG1YE74DA23G,"55.6,40.7,44.3,41.4,34.7,41.0,110.2,,65.6,,36.4, , 40.9,73.4,994.8,507.4,124.2",1235641,2019-12-01 02:40:16 UTC,,,
0EADWMYP43MN4QASJDEXPK98CF,"55.8,40.8,44.6,41.4,34.7,41.0,110.5,,65.6,,36.7, , 41.0,73.4,994.8,507.4,124.4",1235641,2019-12-01 02:40:31 UTC,,,
0EADWN38CAV2HWTQH41CG8EKYP,"56.0,40.8,44.6,41.5,34.7,41.1,110.6,,65.6,,36.8, , 41.0,73.4,994.8,508.0,124.2",1235641,2019-12-01 02:40:46 UTC,,,
0EADWN7V1H273N41SABBZK6XVK,"55.9,40.9,44.6,41.6,34.8,41.1,110.6,,66.1,,36.7, , 41.1,73.4,994.8,507.4,124.1",1235641,2019-12-01 02:41:01 UTC,,,
0EADWNCDDVQGSP6DX6P09ZCJQZ,"56.0,40.9,44.7,41.8,34.8,41.2,110.6,,66.2,,36.6, , 41.1,73.5,994.7,508.0,124.8",1235641,2019-12-01 02:41:16 UTC,,,
0EADWNGZX23V2626S25CGQ240C,"56.2,41.0,44.8,41.8,34.8,41.3,110.7,,66.0,,36.6, , 41.2,73.5,994.7,509.1,124.2",1235641,2019-12-01 02:41:31 UTC,,,
0EADWNNJSFGWFM5VB2NMHTQN3Q,"56.3,41.0,44.7,41.9,34.8,41.3,110.9,,66.3,,36.6, , 41.3,73.6,994.7,508.0,123.9",1235641,2019-12-01 02:41:46 UTC,,,
0EADWNT4Z6VBMJJTN4G3VB4Z0X,"56.4,41.1,44.8,42.0,34.8,41.5,110.9,,66.4,,36.6, , 41.3,73.6,994.7,508.5,123.8",1235641,2019-12-01 02:42:01 UTC,,,
0EADWNYQDWS9RDFTSMR7ZG95VH,"56.4,41.2,44.9,42.0,34.9,41.5,111.0,,66.7,,36.4, , 41.4,73.7,994.7,509.6,123.7",1235641,2019-12-01 02:42:16 UTC,,,
0EADWP39Y0KWQD801AMX8BA15S,"56.5,41.3,44.9,42.1,34.9,41.6,111.1,,67.0,,36.4, , 41.4,73.7,994.7,509.6,123.3",1235641,2019-12-01 02:42:31 UTC,,,
0EADWP7WFV9B5RDWG5ENV90VBF,"56.6,41.3,45.0,42.2,34.9,41.6,111.2,,66.9,,36.5, , 41.5,73.7,994.7,510.2,123.4",1235641,2019-12-01 02:42:46 UTC,,,
0EADWPCETPJE5HAZ5QNA04DH3Q,"56.6,41.5,45.1,42.2,34.9,41.6,111.2,,66.8,,36.7, , 41.5,73.7,994.7,509.6,123.4",1235641,2019-12-01 02:43:01 UTC,,,
0EADWPH2F6NYZJ2BYSV5905NKA,"56.6,41.5,45.1,42.4,34.9,41.7,111.2,,66.8,,36.5, , 41.6,73.6,994.7,509.6,123.2",1235641,2019-12-01 02:43:16 UTC,,,
0EADWPNKSJ96JG2NGFS5M6243R,"56.7,41.6,45.1,42.4,35.0,41.8,111.4,,66.9,,36.4, , 41.6,73.7,994.7,510.2,122.9",1235641,2019-12-01 02:43:31 UTC,,,
0EADWPT6KAX2KRD54WB7AGFGXB,"56.7,41.6,45.2,42.5,35.0,41.9,111.5,,67.2,,36.6, , 41.7,73.8,994.7,509.6,123.2",1235641,2019-12-01 02:43:46 UTC,,,
0EADWPYRS3X25335QCCZTEXG6M,"56.8,41.7,45.2,42.7,35.0,41.9,111.7,,67.1,,36.8, , 41.7,73.8,994.6,509.1,122.5",1235641,2019-12-01 02:44:01 UTC,,,
0EADWQ3BGF13RS0N2RRXSPDAPA,"56.9,41.8,45.4,42.7,35.0,42.0,111.8,,67.1,,36.8, , 41.8,73.8,994.6,510.2,123.0",1235641,2019-12-01 02:44:16 UTC,,,
0EADWQ7XTRE8TWAVGJB54XNKAQ,"56.8,41.8,45.2,42.8,35.0,42.1,111.9,,67.3,,36.5, , 41.9,73.8,994.7,509.6,122.0",1235641,2019-12-01 02:44:31 UTC,,,
0EADWQCG3P33BRSKYTFKYZK2FC,"57.2,41.9,45.4,42.8,35.0,42.1,111.9,,67.4,,36.4, , 41.9,73.8,994.7,510.2,121.6",1235641,2019-12-01 02:44:46 UTC,,,
0EADWQH2PE25V76P5ZNWMXYFSE,"57.2,42.0,45.4,42.9,35.1,42.2,112.0,,67.4,,36.3, , 42.0,73.8,994.7,509.6,122.1",1235641,2019-12-01 02:45:01 UTC,,,
0EADWQNN8QH0V36NSR508V0DHG,"57.2,42.0,45.4,43.0,35.1,42.2,111.8,,67.3,,36.6, , 42.0,73.9,994.7,509.6,121.4",1235641,2019-12-01 02:45:16 UTC,,,
0EADWQT7JTGJ8A92DE2PK0MR7Z,"57.3,42.1,45.5,43.1,35.1,42.2,111.9,,67.6,,36.7, , 42.1,74.0,994.7,510.7,122.0",1235641,2019-12-01 02:45:31 UTC,,,
0EADWQYTHB84ECB775YHNPKB28,"57.3,42.1,45.6,43.1,35.1,42.4,112.1,,67.7,,36.6, , 42.1,73.9,994.7,509.6,121.2",1235641,2019-12-01 02:45:46 UTC,,,
0EADWR3CHR9DZR3ZK04ZSPTF3R,"57.3,42.2,45.6,43.2,35.1,42.5,112.4,,67.7,,36.5, , 42.2,73.9,994.7,509.1,121.7",1235641,2019-12-01 02:46:01 UTC,,,
0EADWR7Z63CGC89SPKM9XMWHRY,"57.4,42.2,45.6,43.2,35.2,42.6,112.4,,67.9,,36.4, , 42.2,74.0,994.7,509.6,120.9",1235641,2019-12-01 02:46:16 UTC,,,
0EADWRCHKJ7E90RMHZCNXH5D0C,"57.4,42.4,45.6,43.3,35.2,42.6,112.4,,68.0,,36.2, , 42.3,74.0,994.7,509.6,121.2",1235641,2019-12-01 02:46:31 UTC,,,
0EADWRH4SSR6KND05ANZD4CYEG,"57.5,42.5,45.7,43.4,35.2,42.7,112.4,,67.8,,36.2, , 42.4,74.0,994.7,510.2,121.4",1235641,2019-12-01 02:46:46 UTC,,,
0EADWRNPHBNYPENCY0DXR3J8B0,"57.6,42.5,45.7,43.6,35.2,42.7,112.4,,68.0,,36.1, , 42.4,74.0,994.7,510.2,121.1",1235641,2019-12-01 02:47:01 UTC,,,
0EADWRT9C2AV0YVPHG7RTF3QMQ,"57.7,42.6,45.9,43.7,35.2,42.8,112.5,,68.1,,35.9, , 42.5,74.1,994.7,509.6,120.7",1235641,2019-12-01 02:47:16 UTC,,,
0EADWRYVH68VSYFQW4FN3ND5CF,"57.7,42.7,45.9,43.8,35.2,42.8,112.5,,68.2,,35.9, , 42.5,74.0,994.7,510.2,120.3",1235641,2019-12-01 02:47:31 UTC,,,
0EADWS3G9TTY4XAKC1YXY1FTJD,"57.6,42.7,46.0,43.8,35.3,42.9,112.6,,68.3,,36.1, , 42.6,74.1,994.7,509.6,120.5",1235641,2019-12-01 02:47:46 UTC,,,
0EADWS80ZCT9E41651SCPZSBY8,"57.7,42.8,46.0,43.9,35.3,42.9,112.7,,68.3,,36.2, , 42.6,74.1,994.7,509.1,120.5",1235641,2019-12-01 02:48:01 UTC,,,
0EADWSCK23BSA97RZKHRSB7TJG,"57.8,42.8,46.1,43.9,35.3,43.0,112.8,,68.5,,36.2, , 42.7,74.1,994.6,510.2,120.1",1235641,2019-12-01 02:48:16 UTC,,,
0EADWSH5D7KAT1AE4AR3AJ1MEK,"57.8,42.9,46.0,44.0,35.3,43.0,112.9,,68.7,,36.5, , 42.7,74.2,994.7,509.6,120.0",1235641,2019-12-01 02:48:31 UTC,,,
0EADWSNR44DB9RWAE73GP1SHF0,"57.8,43.0,46.1,44.0,35.3,43.1,112.8,,68.8,,36.5, , 42.8,74.1,994.7,510.2,119.7",1235641,2019-12-01 02:48:46 UTC,,,
0EADWSTAEXQBHNGH12FCXVNY09,"58.1,42.9,46.3,44.1,35.5,43.3,112.9,,68.7,,36.5, , 42.9,74.2,994.7,510.2,119.9",1235641,2019-12-01 02:49:01 UTC,,,
0EADWSYXCT1KATEGZ4BB93KKCD,"58.2,43.1,46.4,44.2,35.5,43.4,113.0,,68.8,,36.6, , 42.9,74.2,994.7,510.2,120.5",1235641,2019-12-01 02:49:16 UTC,,,
0EADWT3FVWCWM2SAFB5F1GZYWA,"58.3,43.1,46.4,44.3,35.5,43.4,113.2,,69.0,,36.6, , 43.0,74.3,994.7,509.6,119.2",1235641,2019-12-01 02:49:31 UTC,,,
0EADWT8224ZMXZZ8SQMJZ9M4R7,"58.4,43.3,46.4,44.3,35.5,43.5,113.3,,69.1,,36.5, , 43.0,74.2,994.6,509.6,119.1",1235641,2019-12-01 02:49:46 UTC,,,
0EADWTCMM6V5C1N9MVWSF4WPWC,"58.4,43.3,46.5,44.5,35.5,43.5,113.3,,69.2,,36.4, , 43.1,74.2,994.6,510.2,119.3",1235641,2019-12-01 02:50:01 UTC,,,
0EADWTH7470Q2HA1CTR329A17F,"58.5,43.4,46.5,44.6,35.6,43.6,113.5,,69.2,,36.4, , 43.1,74.3,994.7,510.2,118.5",1235641,2019-12-01 02:50:16 UTC,,,
0EADWTNSDW9M8YPH0YMTR2F8KN,"58.5,43.5,46.5,44.6,35.6,43.7,113.6,,69.5,,36.6, , 43.2,74.3,994.6,510.2,118.9",1235641,2019-12-01 02:50:31 UTC,,,
0EADWTTBSBSYWVWZK11HM6YXTD,"58.6,43.5,46.6,44.7,35.6,43.8,113.7,,69.6,,36.6, , 43.3,74.3,994.6,511.3,118.7",1235641,2019-12-01 02:50:46 UTC,,,
0EADWTYYD6Q6S5SZTYGA16WQB5,"58.6,43.6,46.6,44.8,35.6,43.8,113.7,,69.8,,36.4, , 43.3,74.3,994.6,511.8,118.5",1235641,2019-12-01 02:51:01 UTC,,,
0EADWV3H1E4VTJAWAZBY36RNVV,"58.6,43.6,46.7,44.8,35.6,43.9,113.8,,69.7,,36.2, , 43.4,74.4,994.6,511.3,118.6",1235641,2019-12-01 02:51:16 UTC,,,
0EADWV839G9MSVRC7XFYYNW4Y7,"58.9,43.7,46.8,44.9,35.6,43.9,113.8,,69.8,,36.2, , 43.4,74.2,994.6,510.7,118.2",1235641,2019-12-01 02:51:31 UTC,,,
0EADWVCP3HQNHG0MG9P5DSSW55,"58.9,43.7,46.8,44.9,35.7,43.9,113.8,,69.9,,36.2, , 43.5,74.4,994.6,511.3,118.1",1235641,2019-12-01 02:51:46 UTC,,,
0EADWVH8GE9QZF752M4YPYEN7B,"58.9,43.8,46.9,45.0,35.7,44.0,113.9,,69.9,,36.5, , 43.6,74.4,994.6,511.3,117.8",1235641,2019-12-01 02:52:01 UTC,,,
0EADWVNTPKXYE1YPRJV3TJDS6M,"59.0,43.9,46.9,45.0,35.7,44.0,114.1,,70.1,,36.3, , 43.6,74.3,994.6,511.3,117.7",1235641,2019-12-01 02:52:16 UTC,,,
0EADWVTD8NDG8RK05Y79DG6S05,"59.0,44.0,46.9,45.1,35.7,44.2,114.2,,70.3,,36.2, , 43.7,74.4,994.6,511.3,118.3",1235641,2019-12-01 02:52:31 UTC,,,
0EADWVYZT34NBGWY1MC8TKZRVC,"59.0,44.0,46.9,45.2,35.8,44.3,114.3,,70.4,,36.2, , 43.7,74.4,994.6,511.3,117.4",1235641,2019-12-01 02:52:46 UTC,,,
0EADWW3KK9P53DNXCM2GA90WDV,"59.1,44.2,47.0,45.4,35.8,44.3,114.3,,70.5,,36.2, , 43.8,74.4,994.6,511.3,117.5",1235641,2019-12-01 02:53:01 UTC,,,
0EADWW84T90HCTTPEQRXQ3ST7C,"59.2,44.2,47.2,45.4,35.8,44.4,114.4,,70.6,,36.1, , 43.9,74.3,994.6,511.8,117.2",1235641,2019-12-01 02:53:16 UTC,,,
0EADWWCQ8BQW7GYX82T22FZRMH,"59.2,44.3,47.3,45.5,35.8,44.5,114.6,,70.4,,35.9, , 43.9,74.3,994.6,510.7,116.8",1235641,2019-12-01 02:53:31 UTC,,,
0EADWWH9RQ75A5PMR04AX7FN8B,"59.3,44.3,47.4,45.5,35.8,44.6,114.7,,70.7,,36.1, , 44.0,74.5,994.6,511.3,116.8",1235641,2019-12-01 02:53:46 UTC,,,
0EADWWNW8MA344RKW4TJPSJ8RE,"59.4,44.4,47.4,45.6,35.8,44.6,114.8,,70.8,,36.2, , 44.1,74.4,994.6,511.8,116.6",1235641,2019-12-01 02:54:01 UTC,,,
0EADWWTEZPVVZ21GAJSCT69967,"59.4,44.4,47.4,45.7,35.9,44.7,115.0,,70.8,,36.1, , 44.1,74.4,994.6,511.8,117.0",1235641,2019-12-01 02:54:16 UTC,,,
0EADWWZ18GVCYEW1JHQSRVC654,"59.5,44.5,47.5,45.7,35.9,44.8,115.0,,70.9,,36.2, , 44.2,74.3,994.6,511.8,116.8",1235641,2019-12-01 02:54:31 UTC,,,
0EADWX3KXKT78E0HPY2BNF2R9C,"59.6,44.6,47.5,45.8,35.9,44.8,115.0,,70.9,,36.6, , 44.2,74.4,994.6,511.8,116.7",1235641,2019-12-01 02:54:46 UTC,,,
0EADWX865H0HPTNGFQ18C3WZD2,"59.6,44.7,47.6,45.9,35.9,44.9,115.1,,70.9,,37.0, , 44.3,74.4,994.6,510.7,116.6",1235641,2019-12-01 02:55:01 UTC,,,
0EADWXCRTNRTM342TB4AVYYRQR,"59.6,44.7,47.7,45.9,36.0,44.9,115.0,,71.0,,37.0, , 44.4,74.3,994.6,511.3,115.7",1235641,2019-12-01 02:55:16 UTC,,,
0EADWXHB6QFFRY2M8DRRRW65X0,"59.6,44.7,47.7,45.9,36.0,45.1,115.0,,71.2,,37.0, , 44.4,74.4,994.6,511.3,115.8",1235641,2019-12-01 02:55:31 UTC,,,
0EADWXNXX9VPNA3F0F9KJJT5ET,"59.6,44.8,47.7,46.0,36.0,45.1,115.1,,71.4,,37.1, , 44.5,74.5,994.6,510.7,115.5",1235641,2019-12-01 02:55:46 UTC,,,
0EADWXTG8WDK4MSGH6EGR9MBQB,"59.8,44.8,47.7,46.1,36.0,45.2,115.1,,71.2,,37.2, , 44.6,74.5,994.6,510.7,115.4",1235641,2019-12-01 02:56:01 UTC,,,
0EADWXZ2XBS9M5ZVKA55BAG09J,"59.8,44.9,47.8,46.1,36.0,45.3,115.1,,71.3,,37.3, , 44.7,74.6,994.6,511.3,114.9",1235641,2019-12-01 02:56:16 UTC,,,
0EADWY3N4VFK34A9CAWVJ45E07,"60.0,44.9,47.7,46.3,36.0,45.4,113.9,,71.4,,37.2, , 44.7,74.6,994.6,511.8,115.3",1235641,2019-12-01 02:56:31 UTC,,,
0EADWY87Q230QS2SVZ289ZZJTB,"59.9,45.1,47.7,46.4,36.1,45.4,110.8,,71.4,,36.8, , 44.8,74.6,994.6,511.3,115.2",1235641,2019-12-01 02:56:46 UTC,,,
0EADWYCT2T6KZQVWK4PTS281VB,"59.6,45.1,47.8,46.4,36.1,45.4,106.5,,71.4,,36.6, , 44.9,74.6,994.6,511.8,114.8",1235641,2019-12-01 02:57:01 UTC,,,
0EADWYHCV9CBK48CPE5RFDD1T7,"59.4,45.2,47.8,46.5,36.1,45.4,101.7,,71.4,,36.4, , 44.9,74.6,994.6,512.4,115.0",1235641,2019-12-01 02:57:16 UTC,,,
0EADWYNZ3D7H1D0HWRBFDK9YWC,"59.3,45.3,47.8,46.5,36.1,45.5,97.0,,71.2,,36.4, , 45.0,74.5,994.6,512.9,115.0",1235641,2019-12-01 02:57:31 UTC,,,
0EADWYTHGDR51KW2XGD9G8DVZ7,"58.9,45.3,47.9,46.6,36.2,45.6,92.8,,70.8,,36.4, , 45.1,74.5,994.6,513.5,115.0",1235641,2019-12-01 02:57:46 UTC,,,
0EADWYZ402882G9BQ6BKJNSC18,"57.4,45.4,47.8,46.6,36.2,46.0,84.6,,70.5,,36.3, , 45.1,74.0,994.6,512.9,115.6",1235641,2019-12-01 02:58:01 UTC,,,
0EADWZ3PHV0FCKFFWDYKG6Z5TS,"56.4,45.4,47.8,46.6,36.2,46.2,80.1,,70.1,,36.1, , 45.2,72.4,994.5,511.8,115.9",1235641,2019-12-01 02:58:16 UTC,,,
0EADWZ88SQ8F9KT99Q0MP4BWJY,"55.6,45.5,47.6,46.6,36.2,46.4,77.3,,69.7,,35.9, , 45.2,71.4,994.6,512.4,116.8",1235641,2019-12-01 02:58:31 UTC,,,
0EADWZCVEMD8TZ63Q6GEV9MP3T,"54.9,45.5,47.4,46.6,36.4,46.6,74.7,,69.4,,35.9, , 45.3,70.8,994.6,512.4,117.5",1235641,2019-12-01 02:58:46 UTC,,,
0EADWZHDY9N9VEKZ1FKGCH05W7,"54.5,45.6,47.2,46.7,36.4,46.6,72.3,,69.0,,35.8, , 45.3,70.4,994.5,512.9,117.3",1235641,2019-12-01 02:59:01 UTC,,,
0EADWZP0JCSJKHJ7R31R6D1BD5,"54.0,45.6,46.9,46.6,36.4,46.7,70.0,,68.7,,35.7, , 45.4,70.1,994.5,513.5,117.3",1235641,2019-12-01 02:59:16 UTC,,,
0EADWZTJX6HPKH1XM7DVEA62B3,"53.5,45.6,46.7,46.6,36.4,46.7,67.9,,68.2,,35.7, , 45.4,69.9,994.5,513.8,117.7",1235641,2019-12-01 02:59:31 UTC,,,
0EADWZZ5WJX86JZGD2DXWT8X1C,"53.0,45.7,46.6,46.6,36.5,46.9,66.2,,67.9,,35.6, , 45.5,69.7,994.5,514.3,117.2",1235641,2019-12-01 02:59:46 UTC,,,
0EADX03QWX58V8Y3XZP191YQ0T,"52.7,45.7,46.4,46.6,36.5,46.9,64.6,,67.6,,35.6, , 45.5,69.5,994.5,514.9,117.3",1235641,2019-12-01 03:00:01 UTC,,,
0EADX08ADY0KHPYG96H3R5AWAC,"52.2,45.8,46.1,46.5,36.5,46.9,63.0,,67.2,,35.6, , 45.5,69.4,994.5,514.9,117.7",1235641,2019-12-01 03:00:16 UTC,,,
0EADX0CWXRCS7429RF9VSRA0YH,"52.0,45.8,46.0,46.6,36.5,47.0,61.7,,66.9,,35.5, , 45.6,69.3,994.5,514.9,118.2",1235641,2019-12-01 03:00:31 UTC,,,
0EADX0HFBRJB1ZQHPZ12PD5H71,"51.7,45.8,45.9,46.5,36.6,47.0,60.5,,66.5,,35.5, , 45.6,69.2,994.5,514.9,117.8",1235641,2019-12-01 03:00:46 UTC,,,
0EADX0P1VKFP941Y3YKPAV6DGE,"51.3,46.0,45.7,46.5,36.5,47.0,59.5,,66.2,,35.4, , 45.6,69.0,994.5,514.9,118.0",1235641,2019-12-01 03:01:01 UTC,,,
0EADX0TME8Y61J7GDA5VRS8ZHN,"51.1,46.0,45.6,46.4,36.5,47.0,58.9,,66.0,,35.4, , 45.6,68.9,994.5,514.3,117.7",1235641,2019-12-01 03:01:16 UTC,,,
0EADX0Z6XF9F9BYEABYAT9PGMG,"52.0,46.0,45.5,46.4,36.5,46.9,66.5,,65.6,,35.5, , 45.7,69.1,994.5,514.3,116.5",1235641,2019-12-01 03:01:31 UTC,,,
0EADX13S9ADXRPYSYBGNNDAP56,"52.8,46.0,45.5,46.4,36.5,46.7,71.9,,65.5,,35.6, , 45.7,70.6,994.5,514.3,116.6",1235641,2019-12-01 03:01:46 UTC,,,
0EADX18C15TTVHTAGKKE3A105Y,"53.6,46.0,45.6,46.4,36.6,46.7,75.9,,65.4,,35.6, , 45.7,71.4,994.5,514.3,116.6",1235641,2019-12-01 03:02:01 UTC,,,
0EADX1CYDQH86W721S90HQ3JWG,"54.0,46.1,45.8,46.5,36.6,46.6,79.7,,65.4,,35.6, , 45.7,71.8,994.5,514.9,116.5",1235641,2019-12-01 03:02:16 UTC,,,
0EADX1HGRXSD878H2REG8ZV5MB,"54.5,46.0,45.9,46.4,36.7,46.5,83.3,,65.5,,35.6, , 45.7,72.0,994.5,514.3,116.0",1235641,2019-12-01 03:02:31 UTC,,,
0EADX1P37GZ5K36YSKTMJWR3D0,"54.9,46.1,46.1,46.4,36.7,46.5,86.7,,65.6,,35.6, , 45.7,72.1,994.5,514.9,115.7",1235641,2019-12-01 03:02:46 UTC,,,
0EADX1TP2JDBCTPQ9583P3AXJV,"55.3,46.1,46.4,46.4,36.7,46.5,89.9,,66.0,,35.5, , 45.7,72.2,994.5,515.4,115.6",1235641,2019-12-01 03:03:01 UTC,,,
0EADX1Z8848QS44ATZHX0JG0P2,"55.6,46.1,46.5,46.5,36.7,46.5,92.7,,66.1,,35.5, , 45.8,72.4,994.5,515.4,115.8",1235641,2019-12-01 03:03:16 UTC,,,
0EADX23TPZK73B4PP0QN5TMW1S,"55.8,46.1,46.6,46.5,36.7,46.5,95.3,,66.3,,35.5, , 45.8,72.6,994.5,515.4,115.1",1235641,2019-12-01 03:03:31 UTC,,,
0EADX28D1DBDFSHMSSC61Y9RB0,"56.3,46.1,46.8,46.5,36.7,46.5,97.5,,66.4,,35.5, , 45.8,72.6,994.5,514.9,115.4",1235641,2019-12-01 03:03:46 UTC,,,
0EADX2CZXM46C23Q5ZXHP2KGGW,"56.5,46.1,46.9,46.5,36.7,46.5,99.7,,66.7,,35.6, , 45.9,72.7,994.5,515.4,114.5",1235641,2019-12-01 03:04:01 UTC,,,
0EADX2HJ50S8H1336FXX16BCW9,"56.7,46.1,46.9,46.5,36.7,46.5,101.6,,66.9,,35.6, , 45.9,72.7,994.5,515.4,114.6",1235641,2019-12-01 03:04:16 UTC,,,
0EADX2P4MPFEBA741489RMVNYZ,"57.3,46.1,47.2,46.5,36.8,46.5,103.5,,67.0,,35.8, , 45.9,72.7,994.5,515.4,114.9",1235641,2019-12-01 03:04:31 UTC,,,
